method,sample_id,absolute_error,direction,predicted_count,gt_interval_low,gt_interval_high,original_image,mask_image,overlay_image,prediction_json,manifest_json
ImgGen overlay,luca_unc_low_mag_033,7,undercount,38,45,101,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_033/20260624_165751/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_033/20260624_165751/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_033/20260624_165751/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_033/20260624_165751/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_033/20260624_165751/run_manifest.json
ImgGen overlay,luca_unc_low_mag_003,7,undercount,3,10,22,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_003/20260624_151614/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_003/20260624_151614/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_003/20260624_151614/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_003/20260624_151614/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_003/20260624_151614/run_manifest.json
ImgGen overlay,luca_unc_low_mag_015,7,overcount,15,3,8,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_015/20260627_135234/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_015/20260627_135234/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_015/20260627_135234/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_015/20260627_135234/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_015/20260627_135234/run_manifest.json
ImgGen mask,luca_unc_low_mag_014,6,overcount,18,3,12,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_014/20260624_155849/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_014/20260624_155849/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_014/20260624_155849/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_014/20260624_155849/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_014/20260624_155849/run_manifest.json
ImgGen overlay,luca_unc_high_mag_037,6,undercount,6,12,41,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_037/20260624_145351/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_037/20260624_145351/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_037/20260624_145351/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_037/20260624_145351/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_037/20260624_145351/run_manifest.json
ImgGen mask,luca_unc_high_mag_010,6,undercount,9,15,47,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_010/20260624_134211/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_010/20260624_134211/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_010/20260624_134211/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_010/20260624_134211/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_010/20260624_134211/run_manifest.json
ImgGen overlay,luca_unc_high_mag_010,6,undercount,9,15,47,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_010/20260624_134211/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_010/20260624_134211/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_010/20260624_134211/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_010/20260624_134211/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_010/20260624_134211/run_manifest.json
ImgGen mask,luca_unc_high_mag_022,6,undercount,2,8,19,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_022/20260624_143321/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_022/20260624_143321/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_022/20260624_143321/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_022/20260624_143321/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_022/20260624_143321/run_manifest.json
ImgGen mask,luca_unc_high_mag_037,6,undercount,6,12,41,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_037/20260624_145351/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_037/20260624_145351/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_037/20260624_145351/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_037/20260624_145351/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_037/20260624_145351/run_manifest.json
ImgGen mask,luca_unc_low_mag_003,6,undercount,4,10,22,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_003/20260624_151614/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_003/20260624_151614/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_003/20260624_151614/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_003/20260624_151614/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_003/20260624_151614/run_manifest.json
ImgGen overlay,luca_unc_low_mag_014,5,overcount,17,3,12,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_014/20260627_134830/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_014/20260627_134830/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_014/20260627_134830/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_014/20260627_134830/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_014/20260627_134830/run_manifest.json
ImgGen mask,luca_unc_low_mag_016,5,overcount,19,3,14,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_016/20260624_160036/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_016/20260624_160036/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_016/20260624_160036/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_016/20260624_160036/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_016/20260624_160036/run_manifest.json
ImgGen overlay,luca_unc_high_mag_022,5,undercount,3,8,19,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_022/20260627_124324/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_022/20260627_124324/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_022/20260627_124324/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_022/20260627_124324/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_022/20260627_124324/run_manifest.json
ImgGen mask,luca_unc_high_mag_029,5,overcount,9,1,4,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_029/20260624_144010/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_029/20260624_144010/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_029/20260624_144010/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_029/20260624_144010/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_029/20260624_144010/run_manifest.json
ImgGen overlay,luca_unc_high_mag_029,5,overcount,9,1,4,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_029/20260627_130748/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_029/20260627_130748/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_029/20260627_130748/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_029/20260627_130748/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_029/20260627_130748/run_manifest.json
ImgGen mask,luca_unc_high_mag_032,4,undercount,4,8,18,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_032/20260624_144319/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_032/20260624_144319/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_032/20260624_144319/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_032/20260624_144319/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_032/20260624_144319/run_manifest.json
ImgGen overlay,luca_unc_high_mag_032,4,undercount,4,8,18,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_032/20260627_131535/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_032/20260627_131535/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_032/20260627_131535/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_032/20260627_131535/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_032/20260627_131535/run_manifest.json
ImgGen mask,luca_unc_low_mag_018,4,overcount,6,1,2,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_018/20260624_160242/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_018/20260624_160242/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_018/20260624_160242/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_018/20260624_160242/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_018/20260624_160242/run_manifest.json
ImgGen mask,luca_unc_high_mag_009,3,overcount,13,4,10,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_009/20260624_133937/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_009/20260624_133937/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_009/20260624_133937/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_009/20260624_133937/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_009/20260624_133937/run_manifest.json
ImgGen mask,luca_unc_high_mag_014,3,undercount,3,6,15,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_014/20260624_135814/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_014/20260624_135814/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_014/20260624_135814/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_014/20260624_135814/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_014/20260624_135814/run_manifest.json
ImgGen overlay,luca_unc_high_mag_028,3,undercount,4,7,26,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_028/20260627_130519/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_028/20260627_130519/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_028/20260627_130519/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_028/20260627_130519/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_028/20260627_130519/run_manifest.json
ImgGen mask,luca_unc_low_mag_012,3,overcount,31,2,28,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_012/20260624_155701/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_012/20260624_155701/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_012/20260624_155701/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_012/20260624_155701/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_012/20260624_155701/run_manifest.json
ImgGen mask,luca_unc_low_mag_000,3,overcount,31,5,28,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_000/20260624_150227/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_000/20260624_150227/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_000/20260624_150227/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_000/20260624_150227/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_000/20260624_150227/run_manifest.json
ImgGen mask,luca_unc_high_mag_028,3,undercount,4,7,26,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_028/20260624_143915/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_028/20260624_143915/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_028/20260624_143915/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_028/20260624_143915/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_028/20260624_143915/run_manifest.json
ImgGen overlay,luca_unc_high_mag_018,2,undercount,4,6,26,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_018/20260624_141223/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_018/20260624_141223/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_018/20260624_141223/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_018/20260624_141223/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_018/20260624_141223/run_manifest.json
ImgGen mask,luca_unc_high_mag_003,2,undercount,3,5,30,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_003/20260624_132334/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_003/20260624_132334/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_003/20260624_132334/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_003/20260624_132334/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_003/20260624_132334/run_manifest.json
ImgGen mask,luca_unc_low_mag_005,2,undercount,1,3,46,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_005/20260624_152538/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_005/20260624_152538/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_005/20260624_152538/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_005/20260624_152538/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_005/20260624_152538/run_manifest.json
ImgGen mask,luca_unc_high_mag_001,2,overcount,30,8,28,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_001/20260624_131429/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_001/20260624_131429/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_001/20260624_131429/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_001/20260624_131429/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_001/20260624_131429/run_manifest.json
ImgGen overlay,luca_unc_low_mag_025,2,overcount,27,11,25,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_025/20260624_160921/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_025/20260624_160921/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_025/20260624_160921/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_025/20260624_160921/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_025/20260624_160921/run_manifest.json
ImgGen mask,luca_unc_high_mag_018,2,undercount,4,6,26,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_018/20260624_141223/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_018/20260624_141223/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_018/20260624_141223/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_018/20260624_141223/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_018/20260624_141223/run_manifest.json
ImgGen overlay,luca_unc_high_mag_000,2,overcount,4,0,2,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_000/20260625_143353/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_000/20260625_143353/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_000/20260625_143353/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_000/20260625_143353/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_000/20260625_143353/run_manifest.json
ImgGen overlay,luca_unc_low_mag_005,2,undercount,1,3,46,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_005/20260624_152538/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_005/20260624_152538/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_005/20260624_152538/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_005/20260624_152538/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_005/20260624_152538/run_manifest.json
ImgGen mask,luca_unc_high_mag_007,1,overcount,12,4,11,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_007/20260624_133343/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_007/20260624_133343/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_007/20260624_133343/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_007/20260624_133343/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_007/20260624_133343/run_manifest.json
ImgGen mask,luca_unc_high_mag_000,1,overcount,3,0,2,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_000/20260625_143353/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_000/20260625_143353/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_000/20260625_143353/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_000/20260625_143353/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_000/20260625_143353/run_manifest.json
