dataset,dataset_label,sample_id,variant,variant_label,absolute_error,relative_error,signed_error,predicted_count,gt_count,gt_value,inside_gt_interval,within_1,within_10_pct
grid_scan_paper,Grid Scan Paper,Tile_r042_c045,E7_sam3_overlay_vlm,SAM3 overlay,4,0.8,-4,1,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c046,E7_sam3_overlay_vlm,SAM3 overlay,7,2.3333,7,10,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c047,E7_sam3_overlay_vlm,SAM3 overlay,2,0.4,2,7,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c048,E7_sam3_overlay_vlm,SAM3 overlay,5,1.25,5,9,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c049,E7_sam3_overlay_vlm,SAM3 overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c027,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,2,2,2.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c028,E7_sam3_overlay_vlm,SAM3 overlay,1,0.5,-1,1,2,2.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c029,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c030,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,5,5,5.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c031,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,4,4,4.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c032,E7_sam3_overlay_vlm,SAM3 overlay,8,1.1429,8,15,7,7.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c033,E7_sam3_overlay_vlm,SAM3 overlay,7,0.875,7,15,8,8.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c034,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,2,2,2.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c035,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c037,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c038,E7_sam3_overlay_vlm,SAM3 overlay,1,0.1429,-1,6,7,7.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c040,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c041,E7_sam3_overlay_vlm,SAM3 overlay,2,0.6667,2,5,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c042,E7_sam3_overlay_vlm,SAM3 overlay,3,0.6,-3,2,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c043,E7_sam3_overlay_vlm,SAM3 overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c044,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,6,6,6.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c045,E7_sam3_overlay_vlm,SAM3 overlay,1,0.1667,1,7,6,6.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c046,E7_sam3_overlay_vlm,SAM3 overlay,3,1.0,3,6,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c047,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,2,2,2.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c048,E7_sam3_overlay_vlm,SAM3 overlay,1,0.25,1,5,4,4.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c049,E7_sam3_overlay_vlm,SAM3 overlay,1,0.2,1,6,5,5.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c028,E7_sam3_overlay_vlm,SAM3 overlay,1,0.5,-1,1,2,2.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c029,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,2,2,2.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r044_c030,E7_sam3_overlay_vlm,SAM3 overlay,5,0.7143,5,12,7,7.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c031,E7_sam3_overlay_vlm,SAM3 overlay,5,0.4545,5,16,11,11.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c032,E7_sam3_overlay_vlm,SAM3 overlay,1,0.1667,1,7,6,6.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c033,E7_sam3_overlay_vlm,SAM3 overlay,3,0.6,-3,2,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c036,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r044_c038,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r044_c039,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,5,5,5.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r044_c041,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r044_c042,E7_sam3_overlay_vlm,SAM3 overlay,2,0.5,-2,2,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c043,E7_sam3_overlay_vlm,SAM3 overlay,1,0.25,1,5,4,4.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c044,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r044_c045,E7_sam3_overlay_vlm,SAM3 overlay,1,0.25,1,5,4,4.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c047,E7_sam3_overlay_vlm,SAM3 overlay,6,1.0,6,12,6,6.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c048,E7_sam3_overlay_vlm,SAM3 overlay,1,0.5,-1,1,2,2.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c027,E7_sam3_overlay_vlm,SAM3 overlay,2,0.5,-2,2,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c028,E7_sam3_overlay_vlm,SAM3 overlay,4,0.8,4,9,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c030,E7_sam3_overlay_vlm,SAM3 overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c031,E7_sam3_overlay_vlm,SAM3 overlay,2,0.5,-2,2,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c032,E7_sam3_overlay_vlm,SAM3 overlay,5,1.0,-5,0,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c035,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r045_c036,E7_sam3_overlay_vlm,SAM3 overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c037,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r045_c038,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r045_c039,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r045_c041,E7_sam3_overlay_vlm,SAM3 overlay,1,0.2,1,6,5,5.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c043,E7_sam3_overlay_vlm,SAM3 overlay,9,0.9,9,19,10,10.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c044,E7_sam3_overlay_vlm,SAM3 overlay,6,0.75,-6,2,8,8.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c045,E7_sam3_overlay_vlm,SAM3 overlay,1,1.0,-1,0,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c047,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r045_c048,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r045_c049,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r046_c026,E7_sam3_overlay_vlm,SAM3 overlay,2,1.0,2,4,2,2.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c027,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,8,8,8.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r046_c028,E7_sam3_overlay_vlm,SAM3 overlay,1,0.1111,1,10,9,9.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c029,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,5,5,5.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r046_c030,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r046_c032,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,4,4,4.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r046_c034,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,2,2,2.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r046_c036,E7_sam3_overlay_vlm,SAM3 overlay,4,1.0,4,8,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c038,E7_sam3_overlay_vlm,SAM3 overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c040,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r046_c041,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,6,6,6.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r046_c042,E7_sam3_overlay_vlm,SAM3 overlay,1,1.0,-1,0,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c043,E7_sam3_overlay_vlm,SAM3 overlay,7,0.875,7,15,8,8.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c045,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r046_c048,E7_sam3_overlay_vlm,SAM3 overlay,0,0.0,0,1,1,1.0,True,True,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_000,E1_raw_vlm,VLM,0,0.0,0,0,0,1.0,True,True,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_001,E1_raw_vlm,VLM,8,0.4444,-8,0,8,18.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_002,E1_raw_vlm,VLM,4,0.4444,-4,0,4,9.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_003,E1_raw_vlm,VLM,5,0.2857,-5,0,5,17.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_004,E1_raw_vlm,VLM,16,0.4507,-16,0,16,35.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_005,E1_raw_vlm,VLM,7,0.5,-7,0,7,14.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_006,E1_raw_vlm,VLM,5,0.5,-5,0,5,10.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_007,E1_raw_vlm,VLM,4,0.5333,-4,0,4,7.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_008,E1_raw_vlm,VLM,1,0.2222,-1,0,1,4.5,False,True,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_009,E1_raw_vlm,VLM,4,0.5714,-4,0,4,7.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_010,E1_raw_vlm,VLM,15,0.4839,-15,0,15,31.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_011,E1_raw_vlm,VLM,8,0.5714,-8,0,8,14.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_012,E1_raw_vlm,VLM,7,0.6364,-7,0,7,11.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_013,E1_raw_vlm,VLM,10,0.625,-10,0,10,16.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_014,E1_raw_vlm,VLM,6,0.5714,-6,0,6,10.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_015,E1_raw_vlm,VLM,4,0.381,-4,0,4,10.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_016,E1_raw_vlm,VLM,7,0.6087,-7,0,7,11.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_017,E1_raw_vlm,VLM,2,0.5,-2,0,2,4.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_018,E1_raw_vlm,VLM,6,0.375,-6,0,6,16.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_019,E1_raw_vlm,VLM,47,0.5434,-47,0,47,86.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_020,E1_raw_vlm,VLM,4,0.5,-4,0,4,8.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_021,E1_raw_vlm,VLM,6,0.5455,-6,0,6,11.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_022,E1_raw_vlm,VLM,8,0.5926,-8,0,8,13.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_023,E1_raw_vlm,VLM,8,0.4848,-8,0,8,16.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_024,E1_raw_vlm,VLM,4,0.5714,-4,0,4,7.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_025,E1_raw_vlm,VLM,2,0.3636,-2,0,2,5.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_026,E1_raw_vlm,VLM,6,0.5714,-6,0,6,10.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_027,E1_raw_vlm,VLM,8,0.4571,-8,0,8,17.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_028,E1_raw_vlm,VLM,7,0.4242,-7,0,7,16.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_029,E1_raw_vlm,VLM,1,0.4,-1,0,1,2.5,False,True,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_030,E1_raw_vlm,VLM,24,0.5783,-24,0,24,41.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_031,E1_raw_vlm,VLM,2,0.3333,-2,0,2,6.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_032,E1_raw_vlm,VLM,8,0.6154,-8,0,8,13.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_033,E1_raw_vlm,VLM,6,0.5,-6,0,6,12.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_034,E1_raw_vlm,VLM,4,0.5714,-4,0,4,7.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_035,E1_raw_vlm,VLM,4,0.4,-4,0,4,10.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_036,E1_raw_vlm,VLM,4,0.6154,-4,0,4,6.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_037,E1_raw_vlm,VLM,12,0.4528,-12,0,12,26.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_038,E1_raw_vlm,VLM,3,0.4615,-3,0,3,6.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_039,E1_raw_vlm,VLM,18,0.5625,-18,0,18,32.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_000,E1_raw_vlm,VLM,5,0.303,-5,0,5,16.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_001,E1_raw_vlm,VLM,15,0.5556,-15,0,15,27.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_002,E1_raw_vlm,VLM,21,0.5526,-21,0,21,38.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_003,E1_raw_vlm,VLM,10,0.625,-10,0,10,16.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_004,E1_raw_vlm,VLM,4,0.5,-4,0,4,8.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_005,E1_raw_vlm,VLM,3,0.1224,-3,0,3,24.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_006,E1_raw_vlm,VLM,6,0.0769,-6,0,6,78.0,False,False,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_007,E1_raw_vlm,VLM,20,0.367,-20,0,20,54.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_008,E1_raw_vlm,VLM,35,0.4895,-35,0,35,71.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_009,E1_raw_vlm,VLM,83,0.3924,-83,0,83,211.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_010,E1_raw_vlm,VLM,31,0.6667,-31,0,31,46.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_011,E1_raw_vlm,VLM,1,0.5,-1,0,1,2.0,False,True,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_012,E1_raw_vlm,VLM,2,0.1333,-2,0,2,15.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_013,E1_raw_vlm,VLM,2,0.5714,-2,0,2,3.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_014,E1_raw_vlm,VLM,3,0.4,-3,0,3,7.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_015,E1_raw_vlm,VLM,3,0.5455,-3,0,3,5.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_016,E1_raw_vlm,VLM,3,0.3529,-3,0,3,8.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_017,E1_raw_vlm,VLM,1,0.3333,-1,0,1,3.0,False,True,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_018,E1_raw_vlm,VLM,1,0.6667,-1,0,1,1.5,False,True,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_019,E1_raw_vlm,VLM,2,0.6667,-2,0,2,3.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_020,E1_raw_vlm,VLM,2,0.5,-2,0,2,4.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_021,E1_raw_vlm,VLM,23,0.6216,-23,0,23,37.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_022,E1_raw_vlm,VLM,5,0.5556,-5,0,5,9.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_023,E1_raw_vlm,VLM,11,0.5238,-11,0,11,21.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_024,E1_raw_vlm,VLM,18,0.6429,-18,0,18,28.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_025,E1_raw_vlm,VLM,11,0.6111,-11,0,11,18.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_026,E1_raw_vlm,VLM,9,0.6207,-9,0,9,14.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_027,E1_raw_vlm,VLM,48,0.5217,-48,0,48,92.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_028,E1_raw_vlm,VLM,25,0.4587,-25,0,25,54.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_029,E1_raw_vlm,VLM,32,0.4776,-32,0,32,67.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_030,E1_raw_vlm,VLM,51,0.5862,-51,0,51,87.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_031,E1_raw_vlm,VLM,25,0.6329,-25,0,25,39.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_032,E1_raw_vlm,VLM,49,0.6203,-49,0,49,79.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_033,E1_raw_vlm,VLM,45,0.6164,-45,0,45,73.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_034,E1_raw_vlm,VLM,49,0.6447,-49,0,49,76.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_035,E1_raw_vlm,VLM,33,0.528,-33,0,33,62.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_036,E1_raw_vlm,VLM,44,0.5677,-44,0,44,77.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_037,E1_raw_vlm,VLM,50,0.5848,-50,0,50,85.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_038,E1_raw_vlm,VLM,24,0.5783,-24,0,24,41.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_039,E1_raw_vlm,VLM,26,0.5977,-26,0,26,43.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_040,E1_raw_vlm,VLM,27,0.4615,-27,0,27,58.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_041,E1_raw_vlm,VLM,38,0.5984,-38,0,38,63.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_042,E1_raw_vlm,VLM,31,0.5487,-31,0,31,56.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_043,E1_raw_vlm,VLM,27,0.4615,-27,0,27,58.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_044,E1_raw_vlm,VLM,50,0.4274,-50,0,50,117.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_045,E1_raw_vlm,VLM,10,0.3846,-10,0,10,26.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_046,E1_raw_vlm,VLM,41,0.5694,-41,0,41,72.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_047,E1_raw_vlm,VLM,40,0.404,-40,0,40,99.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_048,E1_raw_vlm,VLM,11,0.25,-11,0,11,44.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_049,E1_raw_vlm,VLM,22,0.449,-22,0,22,49.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_low_mag_050,E1_raw_vlm,VLM,11,0.2444,-11,0,11,45.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_000,E2_sam2_deterministic,SAM2 mask,30,30.0,32,32,0,1.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_001,E2_sam2_deterministic,SAM2 mask,0,0.0,2,10,8,18.0,True,True,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_002,E2_sam2_deterministic,SAM2 mask,2,0.2222,12,16,4,9.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_003,E2_sam2_deterministic,SAM2 mask,0,0.0,4,9,5,17.5,True,True,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_004,E2_sam2_deterministic,SAM2 mask,11,0.3099,-11,5,16,35.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_005,E2_sam2_deterministic,SAM2 mask,0,0.0,2,9,7,14.0,True,True,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_006,E2_sam2_deterministic,SAM2 mask,4,0.4,-4,1,5,10.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_007,E2_sam2_deterministic,SAM2 mask,0,0.0,0,4,4,7.5,True,True,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_008,E2_sam2_deterministic,SAM2 mask,8,1.7778,15,16,1,4.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_009,E2_sam2_deterministic,SAM2 mask,0,0.0,2,6,4,7.0,True,True,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_010,E2_sam2_deterministic,SAM2 mask,6,0.1935,-6,9,15,31.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_011,E2_sam2_deterministic,SAM2 mask,7,0.5,-7,1,8,14.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_012,E2_sam2_deterministic,SAM2 mask,1,0.0909,-1,6,7,11.0,False,True,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_013,E2_sam2_deterministic,SAM2 mask,2,0.125,-2,8,10,16.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_014,E2_sam2_deterministic,SAM2 mask,0,0.0,6,12,6,10.5,True,True,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_015,E2_sam2_deterministic,SAM2 mask,0,0.0,1,5,4,10.5,True,True,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_016,E2_sam2_deterministic,SAM2 mask,0,0.0,1,8,7,11.5,True,True,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_017,E2_sam2_deterministic,SAM2 mask,3,0.75,7,9,2,4.0,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_018,E2_sam2_deterministic,SAM2 mask,0,0.0,5,11,6,16.0,True,True,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_019,E2_sam2_deterministic,SAM2 mask,39,0.4509,-39,8,47,86.5,False,False,False
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_020,E2_sam2_deterministic,SAM2 mask,0,0.0,0,4,4,8.0,True,True,True
validation_unc_luca,Rettenberger Uncertainty,luca_unc_high_mag_021,E2_sam2_deterministic,SAM2 mask,0,0.0,6,12,6,11.0,True,True,True
