batch_id,run_id,run_dir,source,variant,variant_label,model,gt_tile_set,gt_tile_sequence,n_path_objects,status,cell_width,cell_height,effective_cols,effective_rows,grid_level,subdivision,visual_condition,visual_condition_label,turn_count,turn_difficulty,turn_difficulty_label,turn_tile_sequence_l0,turn_coordinate_system,predicted_tile_sequence,predicted_tile_set,true_positive_tiles,false_positive_tiles,false_negative_tiles,true_positive_count,false_positive_count,false_negative_count,predicted_count,gt_count,precision,recall,f1,tile_accuracy,missed_tile_rate,extra_tile_rate,exact_match,parsing_error
case3_batch_20260618_182254,case3_batch_20260618_182254_run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_182254/run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_182254/run_002/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,0)', '(0,2)', '(0,3)', '(0,4)', '(1,0)', '(1,1)', '(1,2)', '(1,4)', '(2,4)', '(2,5)']","['(0,0)', '(1,0)', '(1,1)', '(1,2)', '(0,2)', '(0,3)', '(0,4)', '(1,4)', '(2,4)', '(2,5)']",1,completed,1920.0,1200.0,4,6,0.0,1.0,path_only,No annotations,5,very_hard,Very hard (>3 turns),"['(0,0)', '(1,0)', '(1,1)', '(1,2)', '(0,2)', '(0,3)', '(0,4)', '(1,4)', '(2,4)', '(2,5)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(0,0)', '(1,0)', '(1,1)', '(0,1)', '(0,2)', '(1,2)', '(1,3)', '(2,3)', '(2,2)']","['(0,0)', '(0,1)', '(0,2)', '(1,0)', '(1,1)', '(1,2)', '(1,3)', '(2,2)', '(2,3)']","['(0,0)', '(0,2)', '(1,0)', '(1,1)', '(1,2)']","['(0,1)', '(1,3)', '(2,2)', '(2,3)']","['(0,3)', '(0,4)', '(1,4)', '(2,4)', '(2,5)']",5,4,5,9,10,0.5556,0.5,0.5263,0.5,0.5,0.4444,0.0,
case3_batch_20260618_182254,case3_batch_20260618_182254_run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_182254/run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_182254/run_003/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,0)', '(0,2)', '(0,3)', '(0,4)', '(1,0)', '(1,1)', '(1,2)', '(1,4)', '(2,4)', '(2,5)']","['(0,0)', '(1,0)', '(1,1)', '(1,2)', '(0,2)', '(0,3)', '(0,4)', '(1,4)', '(2,4)', '(2,5)']",1,completed,1920.0,1200.0,4,6,0.0,1.0,path_only,No annotations,5,very_hard,Very hard (>3 turns),"['(0,0)', '(1,0)', '(1,1)', '(1,2)', '(0,2)', '(0,3)', '(0,4)', '(1,4)', '(2,4)', '(2,5)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(0,0)', '(1,0)', '(0,1)', '(0,2)', '(1,2)', '(2,2)']","['(0,0)', '(0,1)', '(0,2)', '(1,0)', '(1,2)', '(2,2)']","['(0,0)', '(0,2)', '(1,0)', '(1,2)']","['(0,1)', '(2,2)']","['(0,3)', '(0,4)', '(1,1)', '(1,4)', '(2,4)', '(2,5)']",4,2,6,6,10,0.6667,0.4,0.5,0.4,0.6,0.3333,0.0,
case3_batch_20260618_204353,case3_batch_20260618_204353_run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_204353/run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_204353/run_001/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(2,6)', '(3,6)', '(4,3)', '(4,4)', '(4,5)', '(4,6)']","['(4,3)', '(4,4)', '(4,5)', '(4,6)', '(3,6)', '(2,6)']",1,completed,1920.0,1200.0,6,10,0.0,1.0,path_only,No annotations,1,easy,Easy (1 turn),"['(4,3)', '(4,4)', '(4,5)', '(4,6)', '(3,6)', '(2,6)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(2,0)', '(2,1)', '(1,1)']","['(1,1)', '(2,0)', '(2,1)']",[],"['(1,1)', '(2,0)', '(2,1)']","['(2,6)', '(3,6)', '(4,3)', '(4,4)', '(4,5)', '(4,6)']",0,3,6,3,6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260618_204353,case3_batch_20260618_204353_run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_204353/run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_204353/run_002/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(2,6)', '(3,6)', '(4,3)', '(4,4)', '(4,5)', '(4,6)']","['(4,3)', '(4,4)', '(4,5)', '(4,6)', '(3,6)', '(2,6)']",1,completed,1920.0,1200.0,6,10,0.0,1.0,path_only,No annotations,1,easy,Easy (1 turn),"['(4,3)', '(4,4)', '(4,5)', '(4,6)', '(3,6)', '(2,6)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(3,1)', '(3,2)', '(2,2)']","['(2,2)', '(3,1)', '(3,2)']",[],"['(2,2)', '(3,1)', '(3,2)']","['(2,6)', '(3,6)', '(4,3)', '(4,4)', '(4,5)', '(4,6)']",0,3,6,3,6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260618_204353,case3_batch_20260618_204353_run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_204353/run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_204353/run_003/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(2,6)', '(3,6)', '(4,3)', '(4,4)', '(4,5)', '(4,6)']","['(4,3)', '(4,4)', '(4,5)', '(4,6)', '(3,6)', '(2,6)']",1,completed,1920.0,1200.0,6,10,0.0,1.0,path_only,No annotations,1,easy,Easy (1 turn),"['(4,3)', '(4,4)', '(4,5)', '(4,6)', '(3,6)', '(2,6)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(2,1)', '(1,1)']","['(1,1)', '(2,1)']",[],"['(1,1)', '(2,1)']","['(2,6)', '(3,6)', '(4,3)', '(4,4)', '(4,5)', '(4,6)']",0,2,6,2,6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260619_070036,case3_batch_20260619_070036_run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_070036/run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_070036/run_001/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,6)', '(0,7)', '(0,8)', '(0,9)', '(1,6)', '(2,2)', '(2,3)', '(2,4)', '(2,5)', '(2,6)']","['(2,2)', '(2,3)', '(2,4)', '(2,5)', '(2,6)', '(1,6)', '(0,6)', '(0,7)', '(0,8)', '(0,9)']",1,completed,1920.0,1200.0,6,10,0.0,1.0,path_only,No annotations,2,medium,Medium (2 turns),"['(2,2)', '(2,3)', '(2,4)', '(2,5)', '(2,6)', '(1,6)', '(0,6)', '(0,7)', '(0,8)', '(0,9)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(1,0)', '(1,1)', '(0,1)', '(0,2)']","['(0,1)', '(0,2)', '(1,0)', '(1,1)']",[],"['(0,1)', '(0,2)', '(1,0)', '(1,1)']","['(0,6)', '(0,7)', '(0,8)', '(0,9)', '(1,6)', '(2,2)', '(2,3)', '(2,4)', '(2,5)', '(2,6)']",0,4,10,4,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260619_070036,case3_batch_20260619_070036_run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_070036/run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_070036/run_002/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,6)', '(0,7)', '(0,8)', '(0,9)', '(1,6)', '(2,2)', '(2,3)', '(2,4)', '(2,5)', '(2,6)']","['(2,2)', '(2,3)', '(2,4)', '(2,5)', '(2,6)', '(1,6)', '(0,6)', '(0,7)', '(0,8)', '(0,9)']",1,completed,1920.0,1200.0,6,10,0.0,1.0,path_only,No annotations,2,medium,Medium (2 turns),"['(2,2)', '(2,3)', '(2,4)', '(2,5)', '(2,6)', '(1,6)', '(0,6)', '(0,7)', '(0,8)', '(0,9)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(1,0)', '(1,1)', '(0,1)', '(0,2)']","['(0,1)', '(0,2)', '(1,0)', '(1,1)']",[],"['(0,1)', '(0,2)', '(1,0)', '(1,1)']","['(0,6)', '(0,7)', '(0,8)', '(0,9)', '(1,6)', '(2,2)', '(2,3)', '(2,4)', '(2,5)', '(2,6)']",0,4,10,4,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260619_070036,case3_batch_20260619_070036_run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_070036/run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_070036/run_003/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,6)', '(0,7)', '(0,8)', '(0,9)', '(1,6)', '(2,2)', '(2,3)', '(2,4)', '(2,5)', '(2,6)']","['(2,2)', '(2,3)', '(2,4)', '(2,5)', '(2,6)', '(1,6)', '(0,6)', '(0,7)', '(0,8)', '(0,9)']",1,completed,1920.0,1200.0,6,10,0.0,1.0,path_only,No annotations,2,medium,Medium (2 turns),"['(2,2)', '(2,3)', '(2,4)', '(2,5)', '(2,6)', '(1,6)', '(0,6)', '(0,7)', '(0,8)', '(0,9)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(1,0)', '(1,1)', '(0,1)', '(0,2)']","['(0,1)', '(0,2)', '(1,0)', '(1,1)']",[],"['(0,1)', '(0,2)', '(1,0)', '(1,1)']","['(0,6)', '(0,7)', '(0,8)', '(0,9)', '(1,6)', '(2,2)', '(2,3)', '(2,4)', '(2,5)', '(2,6)']",0,4,10,4,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260619_081640,case3_batch_20260619_081640_run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_081640/run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_081640/run_001/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,2)', '(1,2)', '(1,5)', '(1,6)', '(1,7)', '(1,8)', '(2,2)', '(2,3)', '(2,4)', '(2,5)']","['(0,2)', '(1,2)', '(2,2)', '(2,3)', '(2,4)', '(2,5)', '(1,5)', '(1,6)', '(1,7)', '(1,8)']",1,completed,1920.0,1200.0,6,10,0.0,1.0,path_only,No annotations,3,hard,Hard (3 turns),"['(0,2)', '(1,2)', '(2,2)', '(2,3)', '(2,4)', '(2,5)', '(1,5)', '(1,6)', '(1,7)', '(1,8)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(0,0)', '(1,0)', '(1,1)', '(1,2)', '(1,3)']","['(0,0)', '(1,0)', '(1,1)', '(1,2)', '(1,3)']","['(1,2)']","['(0,0)', '(1,0)', '(1,1)', '(1,3)']","['(0,2)', '(1,5)', '(1,6)', '(1,7)', '(1,8)', '(2,2)', '(2,3)', '(2,4)', '(2,5)']",1,4,9,5,10,0.2,0.1,0.1333,0.1,0.9,0.8,0.0,
case3_batch_20260619_081640,case3_batch_20260619_081640_run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_081640/run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_081640/run_002/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,2)', '(1,2)', '(1,5)', '(1,6)', '(1,7)', '(1,8)', '(2,2)', '(2,3)', '(2,4)', '(2,5)']","['(0,2)', '(1,2)', '(2,2)', '(2,3)', '(2,4)', '(2,5)', '(1,5)', '(1,6)', '(1,7)', '(1,8)']",1,completed,1920.0,1200.0,6,10,0.0,1.0,path_only,No annotations,3,hard,Hard (3 turns),"['(0,2)', '(1,2)', '(2,2)', '(2,3)', '(2,4)', '(2,5)', '(1,5)', '(1,6)', '(1,7)', '(1,8)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(0,0)', '(1,0)', '(1,1)', '(1,2)', '(0,2)', '(0,3)']","['(0,0)', '(0,2)', '(0,3)', '(1,0)', '(1,1)', '(1,2)']","['(0,2)', '(1,2)']","['(0,0)', '(0,3)', '(1,0)', '(1,1)']","['(1,5)', '(1,6)', '(1,7)', '(1,8)', '(2,2)', '(2,3)', '(2,4)', '(2,5)']",2,4,8,6,10,0.3333,0.2,0.25,0.2,0.8,0.6667,0.0,
case3_batch_20260619_081640,case3_batch_20260619_081640_run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_081640/run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_081640/run_003/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,2)', '(1,2)', '(1,5)', '(1,6)', '(1,7)', '(1,8)', '(2,2)', '(2,3)', '(2,4)', '(2,5)']","['(0,2)', '(1,2)', '(2,2)', '(2,3)', '(2,4)', '(2,5)', '(1,5)', '(1,6)', '(1,7)', '(1,8)']",1,completed,1920.0,1200.0,6,10,0.0,1.0,path_only,No annotations,3,hard,Hard (3 turns),"['(0,2)', '(1,2)', '(2,2)', '(2,3)', '(2,4)', '(2,5)', '(1,5)', '(1,6)', '(1,7)', '(1,8)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(0,0)', '(1,0)', '(1,1)', '(0,1)', '(0,2)']","['(0,0)', '(0,1)', '(0,2)', '(1,0)', '(1,1)']","['(0,2)']","['(0,0)', '(0,1)', '(1,0)', '(1,1)']","['(1,2)', '(1,5)', '(1,6)', '(1,7)', '(1,8)', '(2,2)', '(2,3)', '(2,4)', '(2,5)']",1,4,9,5,10,0.2,0.1,0.1333,0.1,0.9,0.8,0.0,
case3_batch_20260619_100136,case3_batch_20260619_100136_run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_100136/run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_100136/run_001/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(1,9)', '(2,3)', '(2,9)', '(3,3)', '(3,5)', '(3,6)', '(3,7)', '(3,8)', '(3,9)', '(4,3)', '(4,4)', '(4,5)']","['(1,9)', '(2,9)', '(3,9)', '(3,8)', '(3,7)', '(3,6)', '(3,5)', '(4,5)', '(4,4)', '(4,3)', '(3,3)', '(2,3)']",1,completed,1920.0,1200.0,6,10,0.0,1.0,path_only,No annotations,4,very_hard,Very hard (>3 turns),"['(1,9)', '(2,9)', '(3,9)', '(3,8)', '(3,7)', '(3,6)', '(3,5)', '(4,5)', '(4,4)', '(4,3)', '(3,3)', '(2,3)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(1,0)', '(1,1)', '(2,1)', '(1,2)', '(0,2)']","['(0,2)', '(1,0)', '(1,1)', '(1,2)', '(2,1)']",[],"['(0,2)', '(1,0)', '(1,1)', '(1,2)', '(2,1)']","['(1,9)', '(2,3)', '(2,9)', '(3,3)', '(3,5)', '(3,6)', '(3,7)', '(3,8)', '(3,9)', '(4,3)', '(4,4)', '(4,5)']",0,5,12,5,12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260619_100136,case3_batch_20260619_100136_run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_100136/run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_100136/run_002/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(1,9)', '(2,3)', '(2,9)', '(3,3)', '(3,5)', '(3,6)', '(3,7)', '(3,8)', '(3,9)', '(4,3)', '(4,4)', '(4,5)']","['(1,9)', '(2,9)', '(3,9)', '(3,8)', '(3,7)', '(3,6)', '(3,5)', '(4,5)', '(4,4)', '(4,3)', '(3,3)', '(2,3)']",1,completed,1920.0,1200.0,6,10,0.0,1.0,path_only,No annotations,4,very_hard,Very hard (>3 turns),"['(1,9)', '(2,9)', '(3,9)', '(3,8)', '(3,7)', '(3,6)', '(3,5)', '(4,5)', '(4,4)', '(4,3)', '(3,3)', '(2,3)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(1,0)', '(1,1)', '(2,1)', '(1,2)', '(0,2)']","['(0,2)', '(1,0)', '(1,1)', '(1,2)', '(2,1)']",[],"['(0,2)', '(1,0)', '(1,1)', '(1,2)', '(2,1)']","['(1,9)', '(2,3)', '(2,9)', '(3,3)', '(3,5)', '(3,6)', '(3,7)', '(3,8)', '(3,9)', '(4,3)', '(4,4)', '(4,5)']",0,5,12,5,12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260619_100136,case3_batch_20260619_100136_run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_100136/run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_100136/run_003/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(1,9)', '(2,3)', '(2,9)', '(3,3)', '(3,5)', '(3,6)', '(3,7)', '(3,8)', '(3,9)', '(4,3)', '(4,4)', '(4,5)']","['(1,9)', '(2,9)', '(3,9)', '(3,8)', '(3,7)', '(3,6)', '(3,5)', '(4,5)', '(4,4)', '(4,3)', '(3,3)', '(2,3)']",1,completed,1920.0,1200.0,6,10,0.0,1.0,path_only,No annotations,4,very_hard,Very hard (>3 turns),"['(1,9)', '(2,9)', '(3,9)', '(3,8)', '(3,7)', '(3,6)', '(3,5)', '(4,5)', '(4,4)', '(4,3)', '(3,3)', '(2,3)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(1,0)', '(1,1)', '(2,1)', '(1,2)', '(0,2)']","['(0,2)', '(1,0)', '(1,1)', '(1,2)', '(2,1)']",[],"['(0,2)', '(1,0)', '(1,1)', '(1,2)', '(2,1)']","['(1,9)', '(2,3)', '(2,9)', '(3,3)', '(3,5)', '(3,6)', '(3,7)', '(3,8)', '(3,9)', '(4,3)', '(4,4)', '(4,5)']",0,5,12,5,12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260619_120917,case3_batch_20260619_120917_run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_120917/run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_120917/run_001/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,8)', '(1,8)', '(2,8)', '(3,8)', '(4,8)', '(5,8)', '(6,8)', '(6,9)']","['(0,8)', '(1,8)', '(2,8)', '(3,8)', '(4,8)', '(5,8)', '(6,8)', '(6,9)']",1,completed,1920.0,1200.0,8,13,0.0,1.0,path_only,No annotations,1,easy,Easy (1 turn),"['(0,8)', '(1,8)', '(2,8)', '(3,8)', '(4,8)', '(5,8)', '(6,8)', '(6,9)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(0,2)', '(1,2)', '(2,2)', '(3,2)']","['(0,2)', '(1,2)', '(2,2)', '(3,2)']",[],"['(0,2)', '(1,2)', '(2,2)', '(3,2)']","['(0,8)', '(1,8)', '(2,8)', '(3,8)', '(4,8)', '(5,8)', '(6,8)', '(6,9)']",0,4,8,4,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260619_120917,case3_batch_20260619_120917_run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_120917/run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_120917/run_002/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,8)', '(1,8)', '(2,8)', '(3,8)', '(4,8)', '(5,8)', '(6,8)', '(6,9)']","['(0,8)', '(1,8)', '(2,8)', '(3,8)', '(4,8)', '(5,8)', '(6,8)', '(6,9)']",1,completed,1920.0,1200.0,8,13,0.0,1.0,path_only,No annotations,1,easy,Easy (1 turn),"['(0,8)', '(1,8)', '(2,8)', '(3,8)', '(4,8)', '(5,8)', '(6,8)', '(6,9)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(0,2)', '(1,2)', '(2,2)', '(3,2)']","['(0,2)', '(1,2)', '(2,2)', '(3,2)']",[],"['(0,2)', '(1,2)', '(2,2)', '(3,2)']","['(0,8)', '(1,8)', '(2,8)', '(3,8)', '(4,8)', '(5,8)', '(6,8)', '(6,9)']",0,4,8,4,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260619_120917,case3_batch_20260619_120917_run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_120917/run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_120917/run_003/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,8)', '(1,8)', '(2,8)', '(3,8)', '(4,8)', '(5,8)', '(6,8)', '(6,9)']","['(0,8)', '(1,8)', '(2,8)', '(3,8)', '(4,8)', '(5,8)', '(6,8)', '(6,9)']",1,completed,1920.0,1200.0,8,13,0.0,1.0,path_only,No annotations,1,easy,Easy (1 turn),"['(0,8)', '(1,8)', '(2,8)', '(3,8)', '(4,8)', '(5,8)', '(6,8)', '(6,9)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(0,2)', '(1,2)', '(2,2)', '(3,2)']","['(0,2)', '(1,2)', '(2,2)', '(3,2)']",[],"['(0,2)', '(1,2)', '(2,2)', '(3,2)']","['(0,8)', '(1,8)', '(2,8)', '(3,8)', '(4,8)', '(5,8)', '(6,8)', '(6,9)']",0,4,8,4,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260619_134156,case3_batch_20260619_134156_run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/run_001/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,10)', '(0,11)', '(0,12)', '(0,9)', '(1,9)', '(2,4)', '(2,5)', '(2,6)', '(2,7)', '(2,8)', '(2,9)']","['(2,4)', '(2,5)', '(2,6)', '(2,7)', '(2,8)', '(2,9)', '(1,9)', '(0,9)', '(0,10)', '(0,11)', '(0,12)']",1,completed,1920.0,1200.0,8,13,0.0,1.0,path_only,No annotations,2,medium,Medium (2 turns),"['(2,4)', '(2,5)', '(2,6)', '(2,7)', '(2,8)', '(2,9)', '(1,9)', '(0,9)', '(0,10)', '(0,11)', '(0,12)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(1,1)', '(1,2)', '(0,2)', '(0,3)']","['(0,2)', '(0,3)', '(1,1)', '(1,2)']",[],"['(0,2)', '(0,3)', '(1,1)', '(1,2)']","['(0,10)', '(0,11)', '(0,12)', '(0,9)', '(1,9)', '(2,4)', '(2,5)', '(2,6)', '(2,7)', '(2,8)', '(2,9)']",0,4,11,4,11,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260619_134156,case3_batch_20260619_134156_run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/run_002/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,10)', '(0,11)', '(0,12)', '(0,9)', '(1,9)', '(2,4)', '(2,5)', '(2,6)', '(2,7)', '(2,8)', '(2,9)']","['(2,4)', '(2,5)', '(2,6)', '(2,7)', '(2,8)', '(2,9)', '(1,9)', '(0,9)', '(0,10)', '(0,11)', '(0,12)']",1,completed,1920.0,1200.0,8,13,0.0,1.0,path_only,No annotations,2,medium,Medium (2 turns),"['(2,4)', '(2,5)', '(2,6)', '(2,7)', '(2,8)', '(2,9)', '(1,9)', '(0,9)', '(0,10)', '(0,11)', '(0,12)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(1,1)', '(1,2)', '(0,2)', '(0,3)']","['(0,2)', '(0,3)', '(1,1)', '(1,2)']",[],"['(0,2)', '(0,3)', '(1,1)', '(1,2)']","['(0,10)', '(0,11)', '(0,12)', '(0,9)', '(1,9)', '(2,4)', '(2,5)', '(2,6)', '(2,7)', '(2,8)', '(2,9)']",0,4,11,4,11,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
case3_batch_20260619_134156,case3_batch_20260619_134156_run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260619_134156/run_003/run_manifest.json,L0_path_only,L0: No annotations,gpt-5.5,"['(0,10)', '(0,11)', '(0,12)', '(0,9)', '(1,9)', '(2,4)', '(2,5)', '(2,6)', '(2,7)', '(2,8)', '(2,9)']","['(2,4)', '(2,5)', '(2,6)', '(2,7)', '(2,8)', '(2,9)', '(1,9)', '(0,9)', '(0,10)', '(0,11)', '(0,12)']",1,completed,1920.0,1200.0,8,13,0.0,1.0,path_only,No annotations,2,medium,Medium (2 turns),"['(2,4)', '(2,5)', '(2,6)', '(2,7)', '(2,8)', '(2,9)', '(1,9)', '(0,9)', '(0,10)', '(0,11)', '(0,12)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(1,1)', '(1,2)', '(0,2)', '(0,3)']","['(0,2)', '(0,3)', '(1,1)', '(1,2)']",[],"['(0,2)', '(0,3)', '(1,1)', '(1,2)']","['(0,10)', '(0,11)', '(0,12)', '(0,9)', '(1,9)', '(2,4)', '(2,5)', '(2,6)', '(2,7)', '(2,8)', '(2,9)']",0,4,11,4,11,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
